#,Time,Feature Name,Description,Task URL,Changelog URL
133,"August 19, 2025",Show ‘Powered by Chatty’,"Mục đích: tăng độ nhận diện của Chatty
Mô tả:
Hiển thị Powered by chatty mặc định tại các khu vực sau:
• Chatbox
• FAQs page
• FAQ block
• Chat assistant block 
Lưu ý:
• Store cũ giữ nguyên, ko show b...",Show lại ‘Powered by Chatty’ (https://www.notion.so/Show-l-i-Powered-by-Chatty-226b0da449f180118c51cb40007b2444?pvs=21),
134,"August 19, 2025",[New feature] Welcome message theo online status,"[New feature] Welcome message theo online status
Vấn đề: welcome message ko thể hiện online status, 1st auto reply message (theo online status) lại gửi sau khi khách gửi tin nhắn đầu tiên → khách ko b...",Welcome message theo online status (https://www.notion.so/Welcome-message-theo-online-status-249b0da449f180a5b790ec0e5f53b9b0?pvs=21),
135,"August 14, 2025",Update AI setup checklist,Bổ sung bước Optimize sau khi hoàn thành 4 bước,Thêm step Optimize AI tại AI checklist  (https://www.notion.so/Th-m-step-Optimize-AI-t-i-AI-checklist-237b0da449f18028aed7ec1e984624ca?pvs=21),
136,"August 14, 2025",Tạo mẫu instruction theo ngành hàng,"[Improvement] Tự động tạo instruction mặc định theo ngành hàng
Vấn đề
Khi cài app, nhiều merchant không chủ động tạo instruction, dẫn đến chất lượng trả lời AI chưa tối ưu
Mục đích
Hỗ trợ merchant tra...",Tạo mẫu instruction dựa trên ngành hàng  (https://www.notion.so/T-o-m-u-instruction-d-a-tr-n-ng-nh-h-ng-241b0da449f1809796a4ee879c059e81?pvs=21),https://prnt.sc/wxfhyEZw2TRR
137,"August 13, 2025",Đánh intent cho mỗi AI response,"[New Feature] Gắn intent cho mỗi AI response – Phân tích xu hướng & nhu cầu khách hàng

Vấn đề
Merchant ko thể phân loại và phân tích intent của câu hỏi AI trả lời → khó nắm xu hướng, nhu cầu khách hà...",Đánh intent cho mỗi AI response (https://www.notion.so/nh-intent-cho-m-i-AI-response-1ffb0da449f180e6b364f0a5a3fd0984?pvs=21),
138,"August 13, 2025",[New feature] Satisfaction survey analytics,"[New Feature] CSAT Analytics 
Mục đích: cung cấp báo cáo CSAT trực quan giúp merchant theo dõi và cải thiện support
Mô tả tính năng: 
Hiển thị các chỉ số CSAT:
• CSAT rate: Tỷ lệ hài lòng của khách hà...",Satisfaction survey analytics  (https://www.notion.so/Satisfaction-survey-analytics-1dab0da449f180a7ad4ad0344216d4a2?pvs=21),
139,"August 11, 2025",[New Feature] Nâng cấp Automation thành Campaign – Proactive chat theo hành trình khách hàng,"[New Feature] Nâng cấp Automation thành Campaign – Proactive chat theo hành trình khách hàng
🛠 Vấn đề
Automation cũ chỉ hỗ trợ luồng đơn giản (Welcome visitor, Subscribe newsletter) → ít tùy chỉnh, ch...",[Automation/Campaign] Làm automation (campaign) theo logic mới (welcome visitor) (https://www.notion.so/Automation-Campaign-L-m-automation-campaign-theo-logic-m-i-welcome-visitor-152337e26dfd4680afd42b4249b35571?pvs=21),
140,"August 5, 2025",[Improvement] Stream AI,"Mục đích: Giảm độ trễ khi AI trả lời bằng cách tách các bước xử lý và sử dụng streaming – cơ chế giúp AI vừa nghĩ vừa trả lời, hiển thị nội dung từng phần để phản hồi nhanh và mượt hơn",Stream AI response (https://www.notion.so/Stream-AI-response-223b0da449f180a7a555e426a390c130?pvs=21),
141,"August 5, 2025",[Improvement] Cập nhật cài đặt giới hạn AI usage,"Vấn đề
• Modal ""Set usage limit"" chưa rõ ràng
    ◦ Toggle bật/tắt limit gây hiểu nhầm
    ◦ Không hiển thị số lượng AI replies đã sử dụng / hạn mức
    ◦ Có thể set limit < current limit 
Mục đích
Gi...",Update logic AI usage limit (https://www.notion.so/Update-logic-AI-usage-limit-201b0da449f18040bbd2cda16e6dfa08?pvs=21),
142,"August 5, 2025",Cải thiện gửi ảnh kèm văn bản tại inbox qua email,"Vấn đề: 
Gửi nhiều ảnh/text từ inbox qua email sẽ tạo nhiều email riêng biệt gây phiền và thiếu chuyên nghiệp 
Mô tả: 
Khi gửi tin nhắn qua email từ Inbox, hệ thống sẽ:
• Gộp nội dung text + tất cả ản...",Improve send attachment từ Inbox (https://www.notion.so/Improve-send-attachment-t-Inbox-1eab0da449f18030a8d0f63916d182ce?pvs=21),
143,"August 5, 2025",Send survey for AI conversation,"[Improvement] Thêm logic gửi survey với conversation do AI xử lý
Vấn đề
Survey không được gửi nếu AI trả lời sau tin nhắn cuối của user chứa keyword
Mục đích
Tăng cơ hội thu thập đánh giá, kể cả những...",Send survey for AI conversation (https://www.notion.so/Send-survey-for-AI-conversation-22db0da449f18048b797d23168cb473c?pvs=21),
144,"August 1, 2025",Thêm card “Book call” tại trang AI Instruction,"Mục đích: hỗ trợ merchant thiết lập AI dễ dàng hơn và tăng tỷ lệ hoàn tất setup, từ đó cải thiện hiệu quả sử dụng và conversion
Mô tả tính năng
• Thêm card “Let’s set up your AI together!” tại trang A...",Thêm card “Book call” tại trang AI Instruction (https://www.notion.so/Th-m-card-Book-call-t-i-trang-AI-Instruction-23eb0da449f1809aa876e103a1f7eeb7?pvs=21),
145,"August 1, 2025",[Improvement] Cập nhật luồng hiển thị pre-chat form,"Vấn đề
Với tùy chọn Pre-chat form = Show both options, hệ thống hiện form sau khi AI đã trả lời → khách đã nhận được thông tin nên không còn động lực điền form, dẫn đến tỷ lệ rời đi cao
Mục đích
Hiển ...",Cập nhật luồng hiển thị pre-chat form khi chọn both options (https://www.notion.so/C-p-nh-t-lu-ng-hi-n-th-pre-chat-form-khi-ch-n-both-options-226b0da449f180819857d15e7638027b?pvs=21),
146,"August 1, 2025","[Improvement] Gộp First name, Last name  trên pre-chat, subscribe form","[Improvement] Gộp First name & Last name trên Pre-chat và Subscribe form
Trước đây: form hiển thị 2 field First name và Last name:
• Gây tốn thời gian điền form, cản trở việc start chat
• 1 số quốc gi...","Gộp First name, Last name  trên pre-chat, subscribe form (https://www.notion.so/G-p-First-name-Last-name-tr-n-pre-chat-subscribe-form-21bb0da449f1805f81ebd633a26512ce?pvs=21)",
147,"July 29, 2025","[New feature] Thêm filter tag, vendor, collection","[New Feature] Thêm filter lọc sản phẩm cho AI training 
Mục đích
Giúp merchant lọc và lựa chọn nhóm sản phẩm cụ thể để train AI (đặc biệt với store có số lượng sản phẩm lớn), giúp giảm thời gian set u...","[AI assistant] Thêm filter tag, vendor, collection (https://www.notion.so/AI-assistant-Th-m-filter-tag-vendor-collection-239b0da449f180c4a2e4d166c7f797f0?pvs=21)",
148,"July 29, 2025",[New feature] Cài đăt AI chỉ trả lời lúc agent offline,"[New Feature] Cài đặt AI chỉ trả lời khi agent offline
Vấn đề: Khi activate AI, AI luôn trả lời dù agent đang online → không tối ưu cho store muốn ưu tiên human support hoặc tiết kiệm chi phí AI
Mục đ...",Cài đặt AI chỉ trả lời lúc agent offline (https://www.notion.so/C-i-t-AI-ch-tr-l-i-l-c-agent-offline-1f8b0da449f180308461c08355d0f2d5?pvs=21),
149,"July 29, 2025",[New feature] Gợi ý giá sản phẩm theo market,"Vấn đề: 
AI chỉ gợi ý giá sản phẩm mặc định, không phản ảnh đúng giá theo từng thị trường hoặc đơn vị tiền tệ của KH
→ Dễ gây hiểu nhầm và ảnh hưởng đến trải nghiệm mua hàng, đặc biệt với store hoạt đ...",[AI Assistant] Sync product price theo market (https://www.notion.so/AI-Assistant-Sync-product-price-theo-market-1afb0da449f180bea303dddc5c7d18aa?pvs=21),
150,"July 17, 2025",[New feature] Bật AI trả lời tự động trên email channels,"Mục đích: mở rộng khả năng của AI assistant sang nhiều kênh, giúp merchant tiết kiệm thời gian khi xử lý conversation 
Vị trí: AI assistant → Settings → AI channels
Mô tả:
• Thêm cài đặt bật/tắt AI as...",AI in social channel (Email) (https://www.notion.so/AI-in-social-channel-Email-1f3b0da449f1804bb08fe71f3b19d729?pvs=21),
151,"July 17, 2025",[Improvement] Sync thêm thông tin product cho AI training,"[Improvement] Bổ sung thông tin product cho AI training
Mục đích: giúp AI có thêm thông tin về sản phẩm để trả lời chính xác hơn các tình huống tư vấn sản phẩm liên quan đến đặc điểm kỹ thuật
Mô tả: 
...","Update sku, barcode, weight of product (https://www.notion.so/Update-sku-barcode-weight-of-product-230b0da449f180bcbe31dba78ff2d111?pvs=21)",
152,"July 17, 2025",[Improvement] Update AI assistant layout,"[Improvement] Update AI assistant layout
Vấn đề
Giao diện trang AI Assistant chưa trực quan, khó thao tác khi quản lý nhiều nguồn dữ liệu
Mục đích: giúp user set up AI dễ dàng và nhanh cho
Mô tả cập n...",Update layout AI assistant (https://www.notion.so/Update-layout-AI-assistant-1cfb0da449f180998902d9dc9cf7470e?pvs=21),
153,"July 17, 2025",Thêm proactive chat hướng dẫn thêm AI instruction,"Mục đích: chủ động hỗ trợ khách set up instruction
Mô tả:
- Trigger tin nhắn tự động từ Crisp khi người dùng vào trang Instruction lần đầu (sau 5s) 
- Tần suất: chỉ trigger 1 lần
- Nội dung: Not sure ...",Thêm proactive chat ở trang Instruction (https://www.notion.so/Th-m-proactive-chat-trang-Instruction-229b0da449f1806c8cc7dc7a695c778b?pvs=21),
154,"July 15, 2025",[New feature] Rate AI response,"[New feature] Rate AI response
• Vấn đề: hiện tại, KH ko thể phản hồi chất lượng trả lời của AI, dẫn đến việc merchant khó đánh giá và cải thiện độ chính xác của AI
• Mục đích: cho phép KH đánh giá nh...",Rate AI response (https://www.notion.so/Rate-AI-response-199b0da449f180fdb546f4a170eb4a2b?pvs=21),
155,"July 15, 2025",Scenario “Transfer to human”,"Scenario “Transfer to human”
• Vấn đề:
    ◦ Merchant ko thể cặt đặt khi nào chuyển conversation cho agent (do đã bỏ phần ""Transfer message"", hiện tại AI ko có logic để xác định khi nào cần transfer)
...",Update scenario Transfer to human (https://www.notion.so/Update-scenario-Transfer-to-human-223b0da449f18072a157da6091703128?pvs=21),
156,"July 11, 2025",[Improvement] Tối ưu luồng hiển thị Subscribe & Pre-chat – Tránh hiển thị chồng chéo khi mở chat,"Vấn đề
Với luồng mới của subscribe newsletter, khi pre-chat = Chat as guest, hệ thống đồng thời hiển thị:
• Welcome message
• Subscribe form
• Pre-chat form
→ Gây quá tải và nhầm lẫn cho người dùng do...",Update pre-chat kết hợp campaign subscribe newsletter (https://www.notion.so/Update-pre-chat-k-t-h-p-campaign-subscribe-newsletter-214b0da449f180849fe5e78d6888a9a2?pvs=21),
157,"July 11, 2025",[Improvement] Thêm conversation history trên AI notification email,"[Improvement] Cập nhật nội dung tại email thông báo conversation từ AI
• Vấn đề: email thông báo AI conversation hiện tại chỉ hiển thị tin nhắn từ KH, ko có nội dung phản hồi từ AI, khiến merchant ko ...",Thêm conversation history trên email AI notification (https://www.notion.so/Th-m-conversation-history-tr-n-email-AI-notification-1f9b0da449f180fe995ced64379ffc82?pvs=21),
158,"July 10, 2025",[Improvement] AI trả về đúng link sản phẩm theo từng variant,"Vấn đề
AI hiện chỉ gửi được link sản phẩm chung, không phân biệt theo variant (màu, size…), khiến KH khó tìm đúng sản phẩm họ quan tâm
Mục đích
• Giúp AI trả lời chính xác hơn theo nhu cầu cụ thể của ...","[AI assistant] Xử lý các câu hỏi liên quan đến variant, thêm link cho từng variant (https://www.notion.so/AI-assistant-X-l-c-c-c-u-h-i-li-n-quan-n-variant-th-m-link-cho-t-ng-variant-1bdb0da449f180fba1d8f1e71a452319?pvs=21)",
159,"July 10, 2025",[New feature] Reset conversation,"Vấn đề
Session 1 conversation là 7 ngày khiến conversation có thể kéo dài và chứa nhiều chủ đề khác nhau
→ Dễ dẫn đến việc AI trả lời sai ngữ cảnh, giảm độ chính xác
Mục đích
• Giúp khách hàng chủ độn...",[Chatbox] Reset conversation (https://www.notion.so/Chatbox-Reset-conversation-831b4c8b8b81474cad7b9a1eba651a28?pvs=21),
160,"July 10, 2025",[Improvement] Update Scenario instruction,"Vấn đề
Việc xác định intent dựa trên field “Keyword” chưa đủ chính xác, dễ gây hiểu sai ngữ cảnh dẫn đến sử dụng sai scenario
Mục đích
Cải thiện khả năng nhận diện intent của AI, giúp áp dụng đúng sce...",Update context cho scenario instruction (https://www.notion.so/Update-context-cho-scenario-instruction-224b0da449f180c5b813c4a3165ad903?pvs=21),
161,"July 8, 2025",[New feature] AI hỗ trợ tra cứu trạng thái đơn hàng,"Vấn đề:
KH thường xuyên đặt câu hỏi về trạng thái đơn hàng qua live chat. Tuy nhiên, hiện tại AI chưa thể tự động phản hồi, phải chờ agent hỗ trợ thủ công → làm gián đoạn trải nghiệm và tăng effort ch...","[AI assistant] Update order tracking scenario  (https://www.notion.so/AI-assistant-Update-order-tracking-scenario-1aeb0da449f180949c1ed7cb8c0a68a6?pvs=21) 

Move setting order tracking to integrations in setting page, sửa lại màn chatbox (https://www.notion.so/Move-setting-order-tracking-to-integrations-in-setting-page-s-a-l-i-m-n-chatbox-21bb0da449f180cfa026f8ec80b578fb?pvs=21)",
162,"July 8, 2025",Show chatbox in Checkout & Thank you page,"Mục đích
Hỗ trợ khách hàng tương tác ngay trong quá trình thanh toán và sau khi mua hàng, giúp tăng conversion và cải thiện trải nghiệm sau mua

Mô tả tính năng 
• Hiển thị chatbox trên cả 2 trang: Ch...",Chat in Checkout page (https://www.notion.so/Chat-in-Checkout-page-202b0da449f1802dbe33d72ed344fff4?pvs=21),
163,"July 1, 2025","Update proactive chat in app, focus on AI","Vấn đề: Proactive chat trên app bị outdate, ko còn phù hợp với mục tiêu hỗ trợ AI 
Mục đích: Chủ động hỗ trợ merchant setup và test AI đúng cách
Mô tả cập nhật
1. Dashboard 
• Khi click “Let us set up...",[Growth] Update Crisp proactive chat (https://www.notion.so/Growth-Update-Crisp-proactive-chat-214b0da449f1809cadb5f26af0bcb109?pvs=21),
164,"July 1, 2025","[Improvement] Update customer profile edit, auto convert customer","Vấn đề: khi merchant chỉnh sửa email cho Lead hoặc Anonymous, hệ thống ko tự động chuyển đổi thành Customer → merchant phải thao tác thủ công gây bất tiện
Mục đích: rút gọn thao tác chỉnh sửa profile,...","[Inbox] Sửa form edit profile, Auto convert guest/anonymous to customer khi edit profile (https://www.notion.so/Inbox-S-a-form-edit-profile-Auto-convert-guest-anonymous-to-customer-khi-edit-profile-1c0b0da449f180a9a41cc655196a8d10?pvs=21)",
165,"July 1, 2025",[Improvement] Update transfer setting,"Mục đích
• Loại bỏ cài đặt không cần thiết, ít sử dụng, thay thế bằng AI scenario và instruction
Vị trí: AI assistant → Settings (chuyển sang page header)  
https://prnt.sc/BOI0z24kDhbE, https://prnt....",Update transfer setting (https://www.notion.so/Update-transfer-setting-203b0da449f180e8bc36c8ad784836c9?pvs=21),
166,"June 27, 2025",[Improvement] Tách trang Manage account,"[Improvement] Tách trang Manage account
• Vấn đề: gộp chung màn Edit member profile và Manage account, khiến user gặp khó khăn khi muốn cập nhật thông tin cá nhân hoặc thay đổi mật khẩu
• Mục đích: gi...",Tách trang Manage account ở Web app (https://www.notion.so/T-ch-trang-Manage-account-Web-app-206b0da449f180aa8cd4f3b95ece3192?pvs=21),
167,"June 27, 2025",[New feature] Form hỗ trợ xử lý post purchase,"[New feature] Scenario hỗ trợ xử lý post-purchase
• Mục đích: giúp hướng dẫn AI xử lý các tình huống liên quan đến post purchase và chuyển giao qua email, giảm thời gian xử lý issue của khách hàng
• V...",Form hỗ trợ xử lý post purchase (https://www.notion.so/Form-h-tr-x-l-post-purchase-1f3b0da449f1802495d2ec044812665c?pvs=21),
168,"June 24, 2025",[Improvement] Cài đặt email nhận thông báo về budget,"Mục đích: 
Giúp merchant chủ động kiểm soát AI usage budget, nhận cảnh báo kịp thời khi sắp vượt giới hạn để tránh phát sinh ngoài ý muốn và điều chỉnh kịp thời
Mô tả tính năng
• Khi bật Budget contro...",Settings nhận email noti về budget (https://www.notion.so/Settings-nh-n-email-noti-v-budget-1ebb0da449f1802f97c5c7f95ced9aeb?pvs=21),
169,"June 23, 2025",[Improvement] Update default chat page setting,"Vấn đề:
Mở Chatbox → Chat page: ko tự động mở preview chat, khiến người dùng khó hiểu cải đặt Chat page là gì 

Mô tả thay đổi:
1. Tự động preview trang Chat khi mở setting “Chat page”
2. Tự động prev...",[Chatbox setting] Update default chat page (https://www.notion.so/Chatbox-setting-Update-default-chat-page-203b0da449f18050bf93e51826658512?pvs=21),
170,"June 23, 2025",[New feature] Detect intent transfer to human,"Vấn đề:
Hiện tại, để chuyển cuộc trò chuyện từ AI sang agent, user phải click vào button ""Feedback message"" sau mỗi câu trả lời của AI → gây bất tiện
Mục đích: 
• Giúp AI tự động nhận diện ý định của ...",Intent detection: talk to agent (https://www.notion.so/Intent-detection-talk-to-agent-1ffb0da449f1809583b4d51df866b3f5?pvs=21),
171,"June 13, 2025",[New Feature] Hỗ trợ thiết lập số Zalo tùy chỉnh & Zalo Business,"Vấn đề
Trước đây, cài đặt Zalo chỉ chấp nhận số điện thoại có đầu số theo quốc gia (ví dụ: Việt Nam = +84)
→ Không phù hợp với:
• Merchant dùng hotline nước ngoài (ví dụ: +1 – US/Canada)
• Merchant sử...",Create enable custom zalo  (https://www.notion.so/Create-enable-custom-zalo-210b0da449f1804abf0ef08881ee5114?pvs=21),
172,"June 13, 2025",[Improvement] Chặn gửi tin nhắn khi AI đang trả lời,"Vấn đề
Trong lúc AI đang phản hồi, user vẫn có thể tiếp tục gửi thêm tin nhắn → khiến AI trả lời nhiều tin cùng lúc, gây lặp nội dung hoặc mâu thuẫn thông tin, ảnh hưởng đến trải nghiệm.

Mục đích
• T...",Chặn gửi tin nhắn khi AI đang trả lời (https://www.notion.so/Ch-n-g-i-tin-nh-n-khi-AI-ang-tr-l-i-207b0da449f1806fa084d6305245e477?pvs=21),
173,"June 13, 2025",[New feature] Gửi email thông báo về report trên app,"Vấn đề
Chưa có email gửi báo cáo hiệu suất ứng dụng định kỳ cho merchant, dẫn đến thiếu dữ liệu để đánh giá giá trị app, khó thúc đẩy engagement và retention
Mục đích
• Tăng retention: giúp merchant c...",Email reports in app (https://www.notion.so/Email-reports-in-app-1afb0da449f180f6919efc1d78428244?pvs=21),
174,"June 13, 2025",[Improvement] Cập nhật pre-chat form dạng inline,"Vấn đề: 
Pre-chat form hiển thị dạng modal, tạo cảm giác cứng nhắc, gián đoạn trải nghiệm và khiến nhiều khách rời đi trước khi điền thông tin

Mục đích: 
• Tăng tỷ lệ engagement: tạo trải nghiệm tự n...",[Chatbox] Sửa pre-chat form dạng inline trong chat (https://www.notion.so/Chatbox-S-a-pre-chat-form-d-ng-inline-trong-chat-1bcb0da449f180c0b899edeece581571?pvs=21),
175,"June 10, 2025",[Pre-chat form] Show form sau một vài message/certain time,"[New feature] Show pre-form sau một vài message/certain time
• Mục đích: cho phép visitor bắt đầu trò chuyện ngay lập tức mà không bị bắt buộc cung cấp thông tin từ đầu. Tăng tỷ lệ tương tác và giảm t...",[Pre-chat form] Show form sau một vài message/certain time (https://www.notion.so/Pre-chat-form-Show-form-sau-m-t-v-i-message-certain-time-1c7b0da449f18068b77ef82a3dfcb33d?pvs=21),
176,"June 10, 2025",Satisfaction survey,"[New feature] Satisfaction survey
• Mục đích: giúp merchant thu thập phản hồi từ khách hàng sau khi cuộc hội thoại được xử lý, nhằm đo lường chất lượng hỗ trợ, nâng cao trải nghiệm và cải thiện dịch v...",Satisfaction survey (https://www.notion.so/Satisfaction-survey-1a1b0da449f18057aebce7bc2e204617?pvs=21),
177,"June 6, 2025",[Growth hacking] Mở data source limit & offer discount theo tệp khách hàng,"1. Tăng AI usage của các gói 
- Tăng số lượng AI replies cho các gói trả phí để giảm lo ngại về chi phí phát sinh và giúp khách dễ ra quyết định đăng ký
- Chi tiết: https://prnt.sc/5Srn93zipY32

2. Of...",Growth tasks (https://www.notion.so/Growth-tasks-1fab0da449f180aca9cffcbaeea9010b?pvs=21),
178,"June 5, 2025",WhatsApp Channel,"Mục đích: Giúp merchant dễ dàng kết nối với khách hàng qua WhatsApp và quản lý toàn bộ hội thoại tập trung trong Inbox
Mô tả:
Cách kết nối:
1. Truy cập Settings → Channels → WhatsApp https://prnt.sc/F...","Whatsapp business integration (https://www.notion.so/Whatsapp-business-integration-0e6b557b65ca4f84be0cc4db49289fb1?pvs=21) 
Create WhatsApp template (https://www.notion.so/Create-WhatsApp-template-1f2b0da449f18002b051e56760f0416d?pvs=21)",
179,"June 4, 2025",[Improvement] Tích hợp Shopify MCP storefront,"###Chatty - 04/06/2025
[Improvement] Tích hợp Shopify MCP storefront
• Mục đích: tích hợp với Shopify MCP để truy xuất dữ liệu từ cửa hàng, nhằm hỗ trợ AI trả lời hiệu quả hơn các câu hỏi liên quan đế...",Add Shopify MCP storefront (https://www.notion.so/Add-Shopify-MCP-storefront-1fbb0da449f180b99decfd34170e9a8e?pvs=21),
180,"May 28, 2025",[New feature] Manage account in web app,"• Mục đích: giúp team member của store quản lý tài khoản cá nhân và thay đổi mật khẩu
• Vị trí: Web app → My account https://prnt.sc/CPIrJQrDE8_q
• Mô tả:
    ◦ Cập nhật profile: cho phép chỉnh sửa Av...",[Web app] Manage account  (https://www.notion.so/Web-app-Manage-account-1d5b0da449f18059b18afd90d054e032?pvs=21),
181,"May 28, 2025",[Improvement] Hỗ trợ mailto ở tin nhắn chứa email,"• Mục đích: hỗ trợ người dùng mở nhanh ứng dụng email khi nhấn vào email trong tin nhắn, giảm thao tác và nâng cao hiệu quả liên hệ qua email
• Mô tả:
    ◦ Tích hợp mailto ở tin nhắn chứa email
    ◦...",Improve nhập email tại transfer message (https://www.notion.so/Improve-nh-p-email-t-i-transfer-message-1f8b0da449f180c1aca7ce2192628bab?pvs=21),
182,"May 28, 2025",[Improvement] Optimize dashboard setup guide,"• Mục đích: tối ưu setup guide tại dashboard, giúp merchant setup nhanh và đạt đúng mục tiêu hơn
• Vị trí: Dashboard → Set up https://prnt.sc/KNVFSw5OtZbh
• Mô tả
    ◦ Set up live chat
        ▪ Chuy...",Update setup guide on Dashboard (focus on AI) (https://www.notion.so/Update-setup-guide-on-Dashboard-focus-on-AI-1afb0da449f180739b8df9d950ef1803?pvs=21),
183,"May 26, 2025",[New feature] Manual summarize chat,"Mục đích: giúp merchant tóm tắt đoạn hội thoại khi chuyển giao cho thành viên khác hoặc đóng conversation 
Vị trí: Inbox → Menu chat https://prnt.sc/QOfiwITxVmYo
Mô tả
Để summarize đoạn hội thoại, cli...",[Inbox] Manual summarize conversations   (https://www.notion.so/Inbox-Manual-summarize-conversations-1b9b0da449f1807199c8fe69188180ac?pvs=21),
184,"May 23, 2025",[New feature] Conversation analytics,"Vị trí: Analytics → Conversation
Mô tả: 
 • All vs Resolved conversations: thể hiện xu hướng của tổng conversation nhận được và resolved conversation → cho thấy hiệu suất xử lý conversation 
 • First ...",[Analytics] 1.1 Conversations (https://www.notion.so/Analytics-1-1-Conversations-a0ba9666a789498eab0c5ed3d71accd0?pvs=21),
185,"May 21, 2025",Generate instruction by AI,"• Mục đích: giúp merchant training AI theo instruction một cách nhanh chóng và phù hợp với ngành hàng của store để tạo ra 1 nhân viên bán hàng chuyên nghiệp
• Vị trí: AI assistant → Personality → Gene...",Generate instruction by AI (https://www.notion.so/Generate-instruction-by-AI-1c8b0da449f1808d8acbc94d49fc6a6a?pvs=21),
186,"May 20, 2025","[Improvement] Sắp xếp layout Automation, Chatbox settings","• Mục đích: sắp xếp lại cài đặt trang Automation và Chatbox giúp người dùng setup dễ dàng hơn 
• Vị trí: Chatbox -> General, Chat page
• Mô tả:
    ◦ Thêm tab Chat page tại trang Chatbox setting bao g...","Move Welcome message, Suggested FAQs to Chatbox settings  (https://www.notion.so/Move-Welcome-message-Suggested-FAQs-to-Chatbox-settings-1ecb0da449f180b2a3e8f2ce1bbd27f6?pvs=21)",
187,"May 20, 2025",[Improvement] Cải thiện layout Overview analytics,"• Mục đích: tối ưu hiển thị chỉ số quan trọng ở Dashboard 
• Mô tả: 
    ◦ Tại màn Dashboard: move chỉ số phụ sang màn Analytics_Overview https://prnt.sc/NNTqeFpXFIoD
    ◦ Thêm link redirect to View ...",Move chỉ số phụ ở Dasbhoard sang Analytics (https://www.notion.so/Move-ch-s-ph-Dasbhoard-sang-Analytics-1edb0da449f180b988d1f564f1e55327?pvs=21),
188,"May 20, 2025",[Improvement] Recommend product variant with lowest price,"• Mục đích: giúp AI gợi ý sản phẩm giá thấp nhất, thu hút khách xem sản phẩm để tăng cơ hội convert
• Mô tả:
    ◦ Trước cập nhật: AI gợi ý ngẫu nhiên variant của sản phẩm 
    ◦ Sau cập nhật: gợi ý s...","AI suggest product (nhiều variant, giá) với giá thấp nhất  (https://www.notion.so/AI-suggest-product-nhi-u-variant-gi-v-i-gi-th-p-nh-t-1edb0da449f180769606da54469d389d?pvs=21)",
189,"May 20, 2025",Record conversation test in merchant’s store,"Mục đích:
- Lưu lịch sử test của merchant với AI tại trang AI assistant | Test 
- Sử dụng để phân tích các trường hợp AI không xử lý được để cải thiện, giảm tỷ lệ merchant rời đi sau khi test AI ko th...",Record conversation test in merchant’s store (https://www.notion.so/Record-conversation-test-in-merchant-s-store-1c4b0da449f180c29c0ee4dbe0b45b67?pvs=21),
190,"May 20, 2025",[New feature] Reply new and best seller product,"Mục đích: giúp AI trả lời được các câu hỏi liên quan đến new arrival và best seller 
Mô tả: 
- Gắn tag new, best seller theo Shopify (dựa trên thời gian tạo order và số lượng order)
- Cập nhật tag này...",Sync product attributes new and best selling (https://www.notion.so/Sync-product-attributes-new-and-best-selling-1e4b0da449f180cea033f3bb16765e4a?pvs=21),
191,"May 20, 2025",[New feature] Sync metafield product cho AI training,"Mục đích: giúp merchant sync product metafield để train AI, giúp AI trả lời đúng/đầy đủ hơn các câu hỏi về sản phẩm
Vị trí: AI assistant | Data source
Mô tả tính năng:
・Trang assistant/Data sources/Pr...",[AI assistant] Sync metafield của product (https://www.notion.so/AI-assistant-Sync-metafield-c-a-product-1b2b0da449f1808792c1cc933ef2b8e6?pvs=21),
192,"May 20, 2025",[New feature] Thêm cài đặt bắt buộc cho thông tin trên pre-chat form,"Mục đích: giúp merchant tăng tỷ lệ collect lead, dễ dàng tạo profile khách hàng trong Shopify ngay khi chat ở Inbox

Mô tả:
- Pre-chat form: thêm cài đặt optional/required cho các thông tin hiển thị (...",[Pre-chat form] Require ít nhất 1 contact field (https://www.notion.so/Pre-chat-form-Require-t-nh-t-1-contact-field-1bdb0da449f18026b2ebe483bec04f09?pvs=21),
193,"May 16, 2025",Handover by contact form,"Mục đích: giúp merchant gửi thông tin đoạn hội thoại đến email khi AI không trả lời được, để xử lý nhanh chóng mà không cần mở app (phù hợp với store nhỏ, không có nguồn lực để trực chat) 

• Mục đích...",[AI assistant] Send contact form after handover (https://www.notion.so/AI-assistant-Send-contact-form-after-handover-19ab0da449f18015af78ed3f25b1eb47?pvs=21),
194,"May 13, 2025","[New feature] Refresh URL, Preview content từ URL","• Mục đích: giúp merchant xem thông tin đọc được từ URL dùng để traing AI, làm mới dữ liệu sync từ URL khi nội dung trang thay đổi
• Vị trí: AI Assistant → Data Source → URL
• Mô tả:
    ◦ Tại danh sá...","[AI assistant/Data sources] Refresh URL, Preview content từ URL (https://www.notion.so/AI-assistant-Data-sources-Refresh-URL-Preview-content-t-URL-1a7b0da449f1801d8addf0161e34efbd?pvs=21)",
195,"May 13, 2025",[New feature] Mặc định mở cửa sổ chat khi mở chatbox,"Mục đích: giúp khách hàng kết nối với support chỉ trong 1 bước, để tăng sự tương tác, tăng conversion rate và nâng cao trải nghiệm khách hàng
Vị trí: Chatbox → General  
Mô tả:
• Thêm cài đặt Chat foc...",Mặc định mở chat khi mở chatbox (https://www.notion.so/M-c-nh-m-chat-khi-m-chatbox-e45a708fb9de427eb0557b7f0ead66d6?pvs=21),
